College,Department,Category,Cutoff
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,GM,94597
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,GMR,99893
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,SCG,269066
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,DS Comp. Sc. Engg- Data Sc.,STG,131713
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,EC Electronics,1G,151701
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,EC Electronics,2AG,144367
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,EC Electronics,2AK,189390
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,EC Electronics,2AR,148189
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,EC Electronics,3AG,109060
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,EC Electronics,3BG,113199
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,EC Electronics,GM,79826
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,EC Electronics,GMK,99681
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,EC Electronics,GMR,80563
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,EC Electronics,SCG,274044
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,EC Electronics,STG,211958
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,ME Mechanical,GM,172578
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,ME Mechanical,GMK,196107
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,ME Mechanical,GMR,197076
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,ME Mechanical,SCG,246721
Vivekananada College of Engineering Technology D K DIST PUBLIC UNIV,ME Mechanical,STG,190646
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,AI Artificial Intelligence,1G,86887
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,AI Artificial Intelligence,1R,95961
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,AI Artificial Intelligence,2AG,73289
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,AI Artificial Intelligence,2AR,80874
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,AI Artificial Intelligence,2BG,84194
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,AI Artificial Intelligence,3AG,99061
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,AI Artificial Intelligence,3BG,76923
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,AI Artificial Intelligence,3BR,92468
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,AI Artificial Intelligence,GM,67045
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,AI Artificial Intelligence,GMK,72190
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,AI Artificial Intelligence,GMR,79605
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,AI Artificial Intelligence,SCG,250358
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,AI Artificial Intelligence,SCR,254609
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,AI Artificial Intelligence,STG,191747
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CB Comp. Sc. and Bus Sys.,2AG,100241
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CB Comp. Sc. and Bus Sys.,2BG,162277
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CB Comp. Sc. and Bus Sys.,3AR,143146
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CB Comp. Sc. and Bus Sys.,3BG,117099
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CB Comp. Sc. and Bus Sys.,GM,97992
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CB Comp. Sc. and Bus Sys.,GMK,103596
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CB Comp. Sc. and Bus Sys.,GMR,117962
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CB Comp. Sc. and Bus Sys.,SCG,184625
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CD Computer Sc. and Design,2AG,122947
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CD Computer Sc. and Design,2AR,156525
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CD Computer Sc. and Design,2BG,171277
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CD Computer Sc. and Design,3AG,89239
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CD Computer Sc. and Design,3BG,93375
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CD Computer Sc. and Design,GM,85542
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CD Computer Sc. and Design,GMK,88057
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CD Computer Sc. and Design,GMR,85561
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CD Computer Sc. and Design,SCG,246097
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CD Computer Sc. and Design,STG,126779
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CS Computers,1G,60081
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CS Computers,2AG,50587
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CS Computers,2AK,75227
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CS Computers,2AR,51630
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CS Computers,2BG,63883
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CS Computers,3AG,68903
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CS Computers,3BG,57750
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CS Computers,3BR,66309
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CS Computers,GM,42915
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CS Computers,GMK,45805
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CS Computers,GMR,46450
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CS Computers,SCG,270139
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CS Computers,STG,137550
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,CS Computers,STR,126268
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,EC Electronics,1G,100239
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,EC Electronics,1R,147960
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,EC Electronics,2AG,93127
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,EC Electronics,2BG,87046
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,EC Electronics,3AG,87629
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,EC Electronics,3AR,102897
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,EC Electronics,3BG,78305
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,EC Electronics,3BK,105229
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,EC Electronics,GM,69332
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,EC Electronics,GMR,86757
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,EC Electronics,SCG,245117
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,IE Info.Science,1G,81601
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,IE Info.Science,2AG,81256
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,IE Info.Science,2AK,93774
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,IE Info.Science,2AR,82480
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,IE Info.Science,2BG,92427
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,IE Info.Science,3AG,125636
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,IE Info.Science,3BG,72835
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,IE Info.Science,GM,68602
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,IE Info.Science,GMK,80176
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,IE Info.Science,GMR,77780
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,IE Info.Science,SCG,239704
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,IE Info.Science,STG,221617
Canara Engineering College Bantwal DK DIST PUBLIC UNIV,ME Mechanical,GM,250155
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,BM Bio Medical,1G,158850
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,BM Bio Medical,2AG,156694
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,BM Bio Medical,2AR,193193
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,BM Bio Medical,2BG,124792
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,BM Bio Medical,2BR,189869
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,BM Bio Medical,3AG,119967
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,BM Bio Medical,3AK,236236
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,BM Bio Medical,3BG,116735
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,BM Bio Medical,GM,113618
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,BM Bio Medical,GMR,134174
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,BM Bio Medical,SCG,213942
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,BM Bio Medical,SCR,264748
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,BM Bio Medical,STG,204361
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,CS Computers,1G,86044
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,CS Computers,2AG,99531
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,CS Computers,2AR,120201
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,CS Computers,2BG,79335
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,CS Computers,3AG,79628
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,CS Computers,3BG,82475
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,CS Computers,3BR,85360
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,CS Computers,GM,78267
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,CS Computers,GMK,84587
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,CS Computers,GMR,84613
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,CS Computers,SCG,147282
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,CS Computers,SCK,159344
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,CS Computers,SCR,168055
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,CS Computers,STG,133203
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,CS Computers,STR,161553
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EC Electronics,2AG,129854
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EC Electronics,2AR,135612
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EC Electronics,2BG,113780
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EC Electronics,3AG,105901
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EC Electronics,3BG,109654
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EC Electronics,GM,104926
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EC Electronics,GMK,114520
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EC Electronics,GMR,111674
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EC Electronics,SCG,215881
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EC Electronics,STG,118144
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EE Electrical,1G,165717
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EE Electrical,2AG,140103
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EE Electrical,2BG,159939
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EE Electrical,2BR,208549
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EE Electrical,3AG,141281
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EE Electrical,3AR,177946
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EE Electrical,3BG,133671
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EE Electrical,GM,131967
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EE Electrical,GMK,167042
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EE Electrical,GMR,152797
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EE Electrical,SCG,236821
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,EE Electrical,STG,183832
Rajiv Gandhi Institute of Technology R.T Nagar Post Bangalore PUBLIC UNIV,ME Mechanical,GM,272236
B M S Institute of Technology and Management,AI Artificial Intelligence,1G,22968
B M S Institute of Technology and Management,AI Artificial Intelligence,1R,24799
B M S Institute of Technology and Management,AI Artificial Intelligence,2AG,20863
B M S Institute of Technology and Management,AI Artificial Intelligence,2AK,30264
B M S Institute of Technology and Management,AI Artificial Intelligence,2AR,26273
B M S Institute of Technology and Management,AI Artificial Intelligence,2BG,26218
B M S Institute of Technology and Management,AI Artificial Intelligence,2BR,34258
B M S Institute of Technology and Management,AI Artificial Intelligence,3AG,15509
B M S Institute of Technology and Management,AI Artificial Intelligence,3AR,19823
B M S Institute of Technology and Management,AI Artificial Intelligence,3BG,16186
B M S Institute of Technology and Management,AI Artificial Intelligence,3BK,26376
B M S Institute of Technology and Management,AI Artificial Intelligence,3BR,18561
B M S Institute of Technology and Management,AI Artificial Intelligence,GM,14712
B M S Institute of Technology and Management,AI Artificial Intelligence,GMK,23484
B M S Institute of Technology and Management,AI Artificial Intelligence,GMR,17775
B M S Institute of Technology and Management,AI Artificial Intelligence,SCG,65200
B M S Institute of Technology and Management,AI Artificial Intelligence,SCK,86654
B M S Institute of Technology and Management,AI Artificial Intelligence,SCR,89136
B M S Institute of Technology and Management,AI Artificial Intelligence,STG,73076
B M S Institute of Technology and Management,AI Artificial Intelligence,STK,83393
B M S Institute of Technology and Management,AI Artificial Intelligence,STR,75772
B M S Institute of Technology and Management,Computer Science and Business Systems,1G,21285
B M S Institute of Technology and Management,Computer Science and Business Systems,2AG,20983
B M S Institute of Technology and Management,Computer Science and Business Systems,2AR,22256
B M S Institute of Technology and Management,Computer Science and Business Systems,2BG,26065
B M S Institute of Technology and Management,Computer Science and Business Systems,3AG,16114
B M S Institute of Technology and Management,Computer Science and Business Systems,3BG,16108
B M S Institute of Technology and Management,Computer Science and Business Systems,GM,13878
B M S Institute of Technology and Management,Computer Science and Business Systems,GMK,24302
B M S Institute of Technology and Management,Computer Science and Business Systems,GMR,20054
B M S Institute of Technology and Management,Computer Science and Business Systems,SCG,72076
B M S Institute of Technology and Management,Computer Science and Business Systems,SCR,80858
B M S Institute of Technology and Management,Computer Science and Business Systems,STG,79675
B M S Institute of Technology and Management,Civil Engineering,1G,91739
B M S Institute of Technology and Management,Civil Engineering,2AG,138795
B M S Institute of Technology and Management,Civil Engineering,2AR,205424
B M S Institute of Technology and Management,Civil Engineering,3AG,98626
B M S Institute of Technology and Management,Civil Engineering,3BG,107238
B M S Institute of Technology and Management,Civil Engineering,GM,89393
B M S Institute of Technology and Management,Civil Engineering,GMR,105220
B M S Institute of Technology and Management,Civil Engineering,SCG,203523
B M S Institute of Technology and Management,Civil Engineering,STG,127007
B M S Institute of Technology and Management,Civil Engineering,STR,165150
B M S Institute of Technology and Management,Computer Science,1G,17385
B M S Institute of Technology and Management,Computer Science,1K,25952
B M S Institute of Technology and Management,Computer Science,1R,19262
B M S Institute of Technology and Management,Computer Science,2AG,17478
B M S Institute of Technology and Management,Computer Science,2AK,22980
B M S Institute of Technology and Management,Computer Science,2AR,21015
B M S Institute of Technology and Management,Computer Science,2BG,26464
B M S Institute of Technology and Management,Computer Science,2BK,27338
B M S Institute of Technology and Management,Computer Science,2BR,43425
B M S Institute of Technology and Management,Computer Science,3AG,13422
B M S Institute of Technology and Management,Computer Science,3AK,21915
B M S Institute of Technology and Management,Computer Science,3AR,16915
B M S Institute of Technology and Management,Computer Science,3BG,13499
B M S Institute of Technology and Management,Computer Science,3BK,21654
B M S Institute of Technology and Management,Computer Science,3BR,17225
B M S Institute of Technology and Management,Computer Science,GM,11681
B M S Institute of Technology and Management,Computer Science,GMK,21653
B M S Institute of Technology and Management,Computer Science,GMR,16398
B M S Institute of Technology and Management,Computer Science,SCG,54642
B M S Institute of Technology and Management,Computer Science,SCK,62438
B M S Institute of Technology and Management,Computer Science,SCR,73156
B M S Institute of Technology and Management,Computer Science,STG,53415
B M S Institute of Technology and Management,Computer Science,STK,58416
B M S Institute of Technology and Management,Computer Science,STR,67099
B M S Institute of Technology and Management,Electronics and Communication,1G,26851
B M S Institute of Technology and Management,Electronics and Communication,2AG,20629
B M S Institute of Technology and Management,Electronics and Communication,2AK,30309
B M S Institute of Technology and Management,Electronics and Communication,2AR,24362
B M S Institute of Technology and Management,Electronics and Communication,2BG,30769
B M S Institute of Technology and Management,Electronics and Communication,3AG,16410
B M S Institute of Technology and Management,Electronics and Communication,3BG,16736
